pdb,glycam name,glycan,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
3ass.pdb,LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-C6N1O3,FUC(4_D_)-[FUC(3_D_)-GAL(2_D_)]-NAG(1_D_)-NPO(1001_B_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,159.462,253.25900000000001,"(['FUC(3_D_)', 'GAL(2_D_)'], [25.78, 20.51])","(['3.D', '2.D'], ['1C4', '4C1'])"
4rdk.pdb,LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAca1-ROH,FUC(4_C_)-[FUC(3_C_)-GAL(2_C_)]-NDG(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,165.068,254.529,"(['FUC(3_C_)', 'GAL(2_C_)'], [25.44, 23.8])","(['3.C', '2.C'], ['1C4', '4C1'])"
4rdk.pdb,LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAca1-ROH,FUC(4_D_)-[FUC(3_D_)-GAL(2_D_)]-NDG(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,165.426,251.614,"(['FUC(3_D_)', 'GAL(2_D_)'], [29.86, 27.02])","(['3.D', '2.D'], ['1C4', '4C1'])"
7p8h.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-3DGlcpNAcb1-ROH,GLA(4_E_)-[FUC(3_E_)]-GAL(2_E_)-NAG(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,167.903,258.29200000000003,"(['FUC(3_E_)', 'GAL(2_E_)'], [16.11, 12.15])","(['3.E', '2.E'], ['1C4', '4C1'])"
7p8h.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-3DGlcpNAcb1-ROH,GLA(4_F_)-[FUC(3_F_)]-GAL(2_F_)-NAG(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,167.781,261.2,"(['FUC(3_F_)', 'GAL(2_F_)'], [15.45, 10.28])","(['3.F', '2.F'], ['1C4', '4C1'])"
2zl7.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,NGA(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,161.696,260.7597,"(['FUC(2_C_)', 'GAL(1_C_)'], [15.58, 16.33])","(['2.C', '1.C'], ['1C4', '4C1'])"
2bs6.pdb,LFucpa1-2DGalpb1-2DXylpa1-ROH,FUC(3_E_)-GAL(2_E_)-XYS(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,113.338,220.886,"(['FUC(3_E_)', 'GAL(2_E_)'], [8.09, 16.07])","(['3.E', '2.E'], ['1C4', '4C1'])"
2bs6.pdb,LFucpa1-2DGalpb1-2DXylpa1-ROH,FUC(3_D_)-GAL(2_D_)-XYS(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,113.955,226.816,"(['FUC(3_D_)', 'GAL(2_D_)'], [8.49, 19.01])","(['3.D', '2.D'], ['1C4', '4C1'])"
2bs6.pdb,LFucpa1-2DGalpb1-2DXylpa1-ROH,FUC(3_F_)-GAL(2_F_)-XYS(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,112.117,228.077,"(['FUC(3_F_)', 'GAL(2_F_)'], [10.33, 20.63])","(['3.F', '2.F'], ['1C4', '4C1'])"
2vno.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GAL(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,161.116,260.9561,"(['FUC(2_C_)', 'GAL(1_C_)'], [20.25, 20.6])","(['2.C', '1.C'], ['1C4', '4C1'])"
2vno.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GAL(3_D_)-[FUC(2_D_)]-GAL(1_D_),D FUC 2 C2 C1 GAL 1 O2 C2,D FUC 2 C1 GAL 1 O2 C2 C3,160.734,257.257,"(['FUC(2_D_)', 'GAL(1_D_)'], [20.12, 19.15])","(['2.D', '1.D'], ['1C4', '4C1'])"
3zzv.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_D_)-GAL(2_D_)-NAG(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,112.77,217.423,"(['FUC(3_D_)', 'GAL(2_D_)'], [13.66, 16.8])","(['3.D', '2.D'], ['1C4', '4C1'])"
3zzv.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_E_)-GAL(2_E_)-NAG(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,113.906,215.942,"(['FUC(3_E_)', 'GAL(2_E_)'], [20.14, 34.94])","(['3.E', '2.E'], ['1C4', '4C1'])"
3zzv.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_F_)-GAL(2_F_)-NAG(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,96.0718,215.245,"(['FUC(3_F_)', 'GAL(2_F_)'], [23.73, 36.84])","(['3.F', '2.F'], ['1C4', '-'])"
3zzv.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_H_)-GAL(2_H_)-NAG(1_H_),H FUC 3 C2 C1 GAL 2 O2 C2,H FUC 3 C1 GAL 2 O2 C2 C3,134.9,183.293,"(['FUC(3_H_)', 'GAL(2_H_)'], [24.23, 38.14])","(['3.H', '2.H'], ['1C4', '4C1'])"
3zzv.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_G_)-GAL(2_G_)-NAG(1_G_),G FUC 3 C2 C1 GAL 2 O2 C2,G FUC 3 C1 GAL 2 O2 C2 C3,103.781,219.049,"(['FUC(3_G_)', 'GAL(2_G_)'], [23.9, 35.65])","(['3.G', '2.G'], ['1C4', '4C1'])"
2w7y.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,178.037,249.079,"(['FUC(2_C_)', 'GAL(1_C_)'], [14.57, 16.14])","(['2.C', '1.C'], ['1C4', '4C1'])"
2w7y.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_D_)-[FUC(2_D_)]-GAL(1_D_),D FUC 2 C2 C1 GAL 1 O2 C2,D FUC 2 C1 GAL 1 O2 C2 C3,176.378,254.493,"(['FUC(2_D_)', 'GAL(1_D_)'], [22.95, 20.29])","(['2.D', '1.D'], ['1C4', '4C1'])"
3q38.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GLA(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,148.221,215.129,"(['FUC(2_C_)', 'GAL(1_C_)'], [26.95, 46.98])","(['2.C', '1.C'], ['1C4', '4C1'])"
4ah4.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_G_)-[FUC(2_G_)]-GAL(1_G_),G FUC 2 C2 C1 GAL 1 O2 C2,G FUC 2 C1 GAL 1 O2 C2 C3,178.541,217.108,"(['FUC(2_G_)', 'GAL(1_G_)'], [17.62, 42.97])","(['2.G', '1.G'], ['1C4', '-'])"
4ah4.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_D_)-[FUC(2_D_)]-GAL(1_D_),D FUC 2 C2 C1 GAL 1 O2 C2,D FUC 2 C1 GAL 1 O2 C2 C3,164.863,217.311,"(['FUC(2_D_)', 'GAL(1_D_)'], [17.6, 35.74])","(['2.D', '1.D'], ['1C4', '4C1'])"
4ah4.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,172.386,262.2459,"(['FUC(2_C_)', 'GAL(1_C_)'], [16.39, 33.72])","(['2.C', '1.C'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_B_)-[FUC(3_B_)]-GAL(2_B_)-[FUC(5_B_)]-BGC(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,173.765,261.2374,"(['FUC(3_B_)', 'GAL(2_B_)'], [20.88, 23.42])","(['3.B', '2.B'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_P_)-[FUC(3_P_)]-GAL(2_P_)-[FUC(5_P_)]-BGC(1_P_),P FUC 3 C2 C1 GAL 2 O2 C2,P FUC 3 C1 GAL 2 O2 C2 C3,171.513,260.9296,"(['FUC(3_P_)', 'GAL(2_P_)'], [22.78, 23.14])","(['3.P', '2.P'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_O_)-[FUC(3_O_)]-GAL(2_O_)-[FUC(5_O_)]-BGC(1_O_),O FUC 3 C2 C1 GAL 2 O2 C2,O FUC 3 C1 GAL 2 O2 C2 C3,178.933,256.846,"(['FUC(3_O_)', 'GAL(2_O_)'], [17.87, 23.2])","(['3.O', '2.O'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_C_)-[FUC(3_C_)]-GAL(2_C_)-[FUC(5_C_)]-BGC(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,171.241,260.71479999999997,"(['FUC(3_C_)', 'GAL(2_C_)'], [26.56, 31.94])","(['3.C', '2.C'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_N_)-[FUC(3_N_)]-GAL(2_N_)-[FUC(5_N_)]-BGC(1_N_),N FUC 3 C2 C1 GAL 2 O2 C2,N FUC 3 C1 GAL 2 O2 C2 C3,170.083,266.97860000000003,"(['FUC(3_N_)', 'GAL(2_N_)'], [17.31, 24.23])","(['3.N', '2.N'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_S_)-[FUC(3_S_)]-GAL(2_S_)-[FUC(5_S_)]-BGC(1_S_),S FUC 3 C2 C1 GAL 2 O2 C2,S FUC 3 C1 GAL 2 O2 C2 C3,171.733,259.519,"(['FUC(3_S_)', 'GAL(2_S_)'], [31.39, 37.97])","(['3.S', '2.S'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_Q_)-[FUC(3_Q_)]-GAL(2_Q_)-[FUC(5_Q_)]-BGC(1_Q_),Q FUC 3 C2 C1 GAL 2 O2 C2,Q FUC 3 C1 GAL 2 O2 C2 C3,173.03,262.6243,"(['FUC(3_Q_)', 'GAL(2_Q_)'], [23.57, 25.69])","(['3.Q', '2.Q'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_A_)-[FUC(3_A_)]-GAL(2_A_)-[FUC(5_A_)]-BGC(1_A_),A FUC 3 C2 C1 GAL 2 O2 C2,A FUC 3 C1 GAL 2 O2 C2 C3,169.276,263.657,"(['FUC(3_A_)', 'GAL(2_A_)'], [23.05, 31.78])","(['3.A', '2.A'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_R_)-[FUC(3_R_)]-GAL(2_R_)-[FUC(5_R_)]-BGC(1_R_),R FUC 3 C2 C1 GAL 2 O2 C2,R FUC 3 C1 GAL 2 O2 C2 C3,171.716,258.99,"(['FUC(3_R_)', 'GAL(2_R_)'], [33.37, 40.43])","(['3.R', '2.R'], ['1C4', '4C1'])"
3efx.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4[LFucpa1-3]DGlcpb1-ROH,A2G(4_T_)-[FUC(3_T_)]-GAL(2_T_)-[FUC(5_T_)]-BGC(1_T_),T FUC 3 C2 C1 GAL 2 O2 C2,T FUC 3 C1 GAL 2 O2 C2 C3,165.977,268.0974,"(['FUC(3_T_)', 'GAL(2_T_)'], [27.44, 36.05])","(['3.T', '2.T'], ['1C4', '4C1'])"
4ym1.pdb,LFucpa1-2DGalpb1-4DGlcpb1-ROH,FUC(3_F_)-GAL(2_F_)-BGC(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,93.9346,229.906,"(['FUC(3_F_)', 'GAL(2_F_)'], [58.27, 33.99])","(['3.F', '2.F'], ['1C4', '4C1'])"
4ym1.pdb,LFucpa1-2DGalpb1-4DGlcpb1-ROH,FUC(3_E_)-GAL(2_E_)-BGC(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,135.863,221.303,"(['FUC(3_E_)', 'GAL(2_E_)'], [53.87, 33.93])","(['3.E', '2.E'], ['1C4', '-'])"
4d72.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_B_)-GAL(2_B_)-NAG(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,169.281,264.1074,"(['FUC(3_B_)', 'GAL(2_B_)'], [10.98, 10.16])","(['3.B', '2.B'], ['1C4', '-'])"
8d0r.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_C_)-GAL(2_C_)-NAG(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,164.647,256.33799999999997,"(['FUC(3_C_)', 'GAL(2_C_)'], [34.26, 29.48])","(['3.C', '2.C'], ['1C4', '4C1'])"
5d63.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GLA(3_B_)-[FUC(2_B_)]-GAL(1_B_),B FUC 2 C2 C1 GAL 1 O2 C2,B FUC 2 C1 GAL 1 O2 C2 C3,183.025,270.8108,"(['FUC(2_B_)', 'GAL(1_B_)'], [12.36, 9.25])","(['2.B', '1.B'], ['1C4', '4C1'])"
4ds0.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpNAcb1-ROH,A2G(4_B_)-[FUC(3_B_)]-GAL(2_B_)-NAG(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,164.892,246.094,"(['FUC(3_B_)', 'GAL(2_B_)'], [45.28, 20.94])","(['3.B', '2.B'], ['1C4', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_G_)-GAL(2_G_)-NAG(1_G_),G FUC 3 C2 C1 GAL 2 O2 C2,G FUC 3 C1 GAL 2 O2 C2 C3,121.055,220.804,"(['FUC(3_G_)', 'GAL(2_G_)'], [29.71, 51.55])","(['3.G', '2.G'], ['1C4', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_H_)-GAL(2_H_)-NAG(1_H_),H FUC 3 C2 C1 GAL 2 O2 C2,H FUC 3 C1 GAL 2 O2 C2 C3,105.486,225.242,"(['FUC(3_H_)', 'GAL(2_H_)'], [26.25, 45.05])","(['3.H', '2.H'], ['1C4', '-'])"
4d4u.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_I_)-GAL(2_I_)-[FUC(4_I_)]-NDG(1_I_),I FUC 3 C2 C1 GAL 2 O2 C2,I FUC 3 C1 GAL 2 O2 C2 C3,162.994,253.562,"(['FUC(3_I_)', 'GAL(2_I_)'], [57.4, 44.13])","(['3.I', '2.I'], ['-', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-ROH,FUC(2_J_)-GAL(1_J_),J FUC 2 C2 C1 GAL 1 O2 C2,J FUC 2 C1 GAL 1 O2 C2 C3,116.013,216.869,"(['FUC(2_J_)', 'GAL(1_J_)'], [28.29, 47.23])","(['2.J', '1.J'], ['1C4', '-'])"
4d4u.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_D_)-GAL(2_D_)-NAG(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,105.477,230.758,"(['FUC(3_D_)', 'GAL(2_D_)'], [21.87, 34.78])","(['3.D', '2.D'], ['1C4', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_E_)-GAL(2_E_)-[FUC(4_E_)]-NDG(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,158.403,257.993,"(['FUC(3_E_)', 'GAL(2_E_)'], [50.58, 32.43])","(['3.E', '2.E'], ['1C4', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_C_)-GAL(2_C_)-NAG(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,108.436,225.648,"(['FUC(3_C_)', 'GAL(2_C_)'], [30.91, 50.36])","(['3.C', '2.C'], ['1C4', '4C1'])"
4d4u.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_F_)-GAL(2_F_)-[FUC(4_F_)]-NDG(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,102.01,219.3,"(['FUC(3_F_)', 'GAL(2_F_)'], [23.86, 28.18])","(['3.F', '2.F'], ['1C4', '4C1'])"
5f7w.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-ROH,FUC(7_E_)-[GLA(6_E_)-[FUC(5_E_)]-GAL(4_E_)]-NAG(3_E_)-GAL(2_E_)-BGC(1_E_),E FUC 5 C2 C1 GAL 4 O2 C2,E FUC 5 C1 GAL 4 O2 C2 C3,168.575,256.32,"(['FUC(5_E_)', 'GAL(4_E_)'], [34.83, 44.54])","(['5.E', '4.E'], ['1C4', '-'])"
5f7w.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-ROH,FUC(7_F_)-[GLA(6_F_)-[FUC(5_F_)]-GAL(4_F_)]-NAG(3_F_)-GAL(2_F_)-BGC(1_F_),F FUC 5 C2 C1 GAL 4 O2 C2,F FUC 5 C1 GAL 4 O2 C2 C3,169.972,265.5229,"(['FUC(5_F_)', 'GAL(4_F_)'], [42.25, 43.75])","(['5.F', '4.F'], ['1C4', '4C1'])"
5f7y.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpa1-ROH,A2G(6_F_)-[FUC(5_F_)]-GAL(4_F_)-NAG(3_F_)-GAL(2_F_)-GLC(1_F_),F FUC 5 C2 C1 GAL 4 O2 C2,F FUC 5 C1 GAL 4 O2 C2 C3,169.176,264.3214,"(['FUC(5_F_)', 'GAL(4_F_)'], [36.87, 39.91])","(['5.F', '4.F'], ['1C4', '-'])"
5f7y.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpa1-ROH,A2G(6_E_)-[FUC(5_E_)]-GAL(4_E_)-NAG(3_E_)-GAL(2_E_)-GLC(1_E_),E FUC 5 C2 C1 GAL 4 O2 C2,E FUC 5 C1 GAL 4 O2 C2 C3,167.643,261.1545,"(['FUC(5_E_)', 'GAL(4_E_)'], [29.79, 35.99])","(['5.E', '4.E'], ['1C4', '4C1'])"
2wmj.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GLA(3_D_)-[FUC(2_D_)]-GAL(1_D_),D FUC 2 C2 C1 GAL 1 O2 C2,D FUC 2 C1 GAL 1 O2 C2 C3,171.684,254.438,"(['FUC(2_D_)', 'GAL(1_D_)'], [7.89, 10.18])","(['2.D', '1.D'], ['1C4', '4C1'])"
2wmj.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GLA(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,171.133,256.476,"(['FUC(2_C_)', 'GAL(1_C_)'], [7.69, 11.48])","(['2.C', '1.C'], ['1C4', '-'])"
5mu9.pdb,LFucpa1-2[DGalpa1-3]DGalpb1-ROH,GLA(3_B_)-[FUC(2_B_)]-GAL(1_B_),B FUC 2 C2 C1 GAL 1 O2 C2,B FUC 2 C1 GAL 1 O2 C2 C3,181.55,267.9104,"(['FUC(2_B_)', 'GAL(1_B_)'], [9.32, 7.13])","(['2.B', '1.B'], ['1C4', '4C1'])"
4rdl.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_D_)-GAL(2_D_)-[FUC(4_D_)]-NDG(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,164.756,248.701,"(['FUC(3_D_)', 'GAL(2_D_)'], [28.16, 19.94])","(['3.D', '2.D'], ['-', '4C1'])"
4rdl.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_C_)-GAL(2_C_)-[FUC(4_C_)]-NDG(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,166.539,251.015,"(['FUC(3_C_)', 'GAL(2_C_)'], [24.24, 21.48])","(['3.C', '2.C'], ['1C4', '4C1'])"
2vng.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_C_)-[FUC(2_C_)]-GAL(1_C_),C FUC 2 C2 C1 GAL 1 O2 C2,C FUC 2 C1 GAL 1 O2 C2 C3,168.444,253.769,"(['FUC(2_C_)', 'GAL(1_C_)'], [28.81, 27.24])","(['2.C', '1.C'], ['1C4', '4C1'])"
2vng.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-ROH,A2G(3_D_)-[FUC(2_D_)]-GAL(1_D_),D FUC 2 C2 C1 GAL 1 O2 C2,D FUC 2 C1 GAL 1 O2 C2 C3,163.228,258.909,"(['FUC(2_D_)', 'GAL(1_D_)'], [28.59, 26.68])","(['2.D', '1.D'], ['1C4', '4C1'])"
4gwi.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-ROH,FUC(3_B_)-GAL(2_B_)-[FUC(4_B_)]-NAG(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,168.951,265.806,"(['FUC(3_B_)', 'GAL(2_B_)'], [30.02, 45.8])","(['3.B', '2.B'], ['1C4', '4C1'])"
1zi4.pdb,LFucpa1-2DGalpb1-4DGlcpNAcb1-ROH,FUC(3_B_)-GAL(2_B_)-NAG(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,170.389,276.4761,"(['FUC(3_B_)', 'GAL(2_B_)'], [44.29, 44.09])","(['3.B', '2.B'], ['1C4', '4C1'])"
6is5.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpa1-ROH,A2G(4_G_)-[FUC(3_G_)]-GAL(2_G_)-GLC(1_G_),G FUC 3 C2 C1 GAL 2 O2 C2,G FUC 3 C1 GAL 2 O2 C2 C3,169.98,259.79,"(['FUC(3_G_)', 'GAL(2_G_)'], [26.53, 34.4])","(['3.G', '2.G'], ['1C4', '4C1'])"
6is5.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpa1-ROH,A2G(4_H_)-[FUC(3_H_)]-GAL(2_H_)-GLC(1_H_),H FUC 3 C2 C1 GAL 2 O2 C2,H FUC 3 C1 GAL 2 O2 C2 C3,176.86,259.878,"(['FUC(3_H_)', 'GAL(2_H_)'], [25.78, 33.68])","(['3.H', '2.H'], ['1C4', '4C1'])"
6is5.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpa1-ROH,A2G(4_E_)-[FUC(3_E_)]-GAL(2_E_)-GLC(1_E_),E FUC 3 C2 C1 GAL 2 O2 C2,E FUC 3 C1 GAL 2 O2 C2 C3,177.627,256.972,"(['FUC(3_E_)', 'GAL(2_E_)'], [24.68, 32.1])","(['3.E', '2.E'], ['1C4', '4C1'])"
6is5.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpa1-ROH,A2G(4_F_)-[FUC(3_F_)]-GAL(2_F_)-GLC(1_F_),F FUC 3 C2 C1 GAL 2 O2 C2,F FUC 3 C1 GAL 2 O2 C2 C3,162.594,245.522,"(['FUC(3_F_)', 'GAL(2_F_)'], [25.86, 36.62])","(['3.F', '2.F'], ['1C4', '4C1'])"
7l63.pdb,LFucpa1-2DGalpb1-4DGlcpb1-ROH,FUC(3_B_)-GAL(2_B_)-BGC(1_B_),B FUC 3 C2 C1 GAL 2 O2 C2,B FUC 3 C1 GAL 2 O2 C2 C3,158.296,248.14600000000002,"(['FUC(3_B_)', 'GAL(2_B_)'], [22.84, 31.49])","(['3.B', '2.B'], ['1C4', '4C1'])"
4wze.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_D_)-GAL(2_D_)-[FUC(4_D_)]-NDG(1_D_),D FUC 3 C2 C1 GAL 2 O2 C2,D FUC 3 C1 GAL 2 O2 C2 C3,190.253,248.14499999999998,"(['FUC(3_D_)', 'GAL(2_D_)'], [63.61, 45.08])","(['3.D', '2.D'], ['1C4', '4C1'])"
4wze.pdb,LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAca1-ROH,FUC(3_C_)-GAL(2_C_)-[FUC(4_C_)]-NDG(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,190.326,248.446,"(['FUC(3_C_)', 'GAL(2_C_)'], [63.48, 44.77])","(['3.C', '2.C'], ['1C4', '4C1'])"
2j1u.pdb,LFucpa1-2[DGalpNAca1-3]DGalpb1-4DGlcpb1-ROH,A2G(4_C_)-[FUC(3_C_)]-GAL(2_C_)-BGC(1_C_),C FUC 3 C2 C1 GAL 2 O2 C2,C FUC 3 C1 GAL 2 O2 C2 C3,165.622,252.18099999999998,"(['FUC(3_C_)', 'GAL(2_C_)'], [27.02, 29.72])","(['3.C', '2.C'], ['1C4', '4C1'])"
