pdb,phi site,psi site,phi,psi,B factor(Avg),BFMP ring shape
4okd.pdb,C GLC 5 C2 C1 GLC 4 O4 C4,C GLC 5 C1 GLC 4 O4 C4 C5,215.479,205.888,"(['GLC(5_C_)', 'GLC(4_C_)'], [60.64, 60.17])","(['5.C', '4.C'], ['4C1', '4C1'])"
4okd.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,160.483,203.88,"(['GLC(4_C_)', 'GLC(3_C_)'], [60.17, 57.0])","(['4.C', '3.C'], ['4C1', '4C1'])"
4okd.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,228.27,240.793,"(['GLC(3_C_)', 'GLC(2_C_)'], [57.0, 48.45])","(['3.C', '2.C'], ['4C1', '4C1'])"
4okd.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,202.364,205.892,"(['GLC(2_C_)', 'GLC(1_C_)'], [48.45, 49.14])","(['2.C', '1.C'], ['4C1', '-'])"
4okd.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,206.786,221.659,"(['GLC(3_E_)', 'GLC(2_E_)'], [84.88, 85.55])","(['3.E', '2.E'], ['4C1', '4C1'])"
4okd.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,225.969,248.324,"(['GLC(2_E_)', 'GLC(1_E_)'], [85.55, 84.39])","(['2.E', '1.E'], ['4C1', '4C1'])"
4okd.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,232.35500000000002,214.943,"(['GLC(3_G_)', 'GLC(2_G_)'], [76.56, 72.97])","(['3.G', '2.G'], ['-', '4C1'])"
4okd.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,214.064,233.517,"(['GLC(2_G_)', 'GLC(1_G_)'], [72.97, 80.97])","(['2.G', '1.G'], ['4C1', '4C1'])"
4okd.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,221.519,214.147,"(['GLC(3_D_)', 'GLC(2_D_)'], [68.02, 64.18])","(['3.D', '2.D'], ['4C1', '4C1'])"
4okd.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,224.298,222.433,"(['GLC(2_D_)', 'GLC(1_D_)'], [64.18, 75.93])","(['2.D', '1.D'], ['4C1', '4C1'])"
4okd.pdb,F GLC 7 C2 C1 GLC 6 O4 C4,F GLC 7 C1 GLC 6 O4 C4 C5,250.793,252.546,"(['GLC(7_F_)', 'GLC(6_F_)'], [66.08, 57.57])","(['7.F', '6.F'], ['4C1', '-'])"
4okd.pdb,F GLC 6 C2 C1 GLC 5 O4 C4,F GLC 6 C1 GLC 5 O4 C4 C5,212.681,212.382,"(['GLC(6_F_)', 'GLC(5_F_)'], [57.57, 55.9])","(['6.F', '5.F'], ['-', '4C1'])"
4okd.pdb,F GLC 5 C2 C1 GLC 4 O4 C4,F GLC 5 C1 GLC 4 O4 C4 C5,217.547,206.827,"(['GLC(5_F_)', 'GLC(4_F_)'], [55.9, 56.56])","(['5.F', '4.F'], ['4C1', '4C1'])"
4okd.pdb,F GLC 4 C2 C1 GLC 3 O4 C4,F GLC 4 C1 GLC 3 O4 C4 C5,164.205,199.956,"(['GLC(4_F_)', 'GLC(3_F_)'], [56.56, 59.48])","(['4.F', '3.F'], ['4C1', '4C1'])"
4okd.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,227.003,232.703,"(['GLC(3_F_)', 'GLC(2_F_)'], [59.48, 55.5])","(['3.F', '2.F'], ['4C1', '4C1'])"
4okd.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,201.143,206.528,"(['GLC(2_F_)', 'GLC(1_F_)'], [55.5, 57.13])","(['2.F', '1.F'], ['4C1', '1S3'])"
5x7p.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,217.007,213.748,"(['GLC(2_H_)', 'GLC(1_H_)'], [61.37, 68.81])","(['2.H', '1.H'], ['4C1', '4C1'])"
5x7p.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,208.596,231.643,"(['GLC(2_I_)', 'GLC(1_I_)'], [81.12, 82.83])","(['2.I', '1.I'], ['4C1', '4C1'])"
5x7p.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,203.063,223.363,"(['GLC(2_C_)', 'GLC(1_C_)'], [63.52, 60.76])","(['2.C', '1.C'], ['4C1', '4C1'])"
5x7p.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,201.569,236.877,"(['GLC(2_D_)', 'GLC(1_D_)'], [79.18, 86.1])","(['2.D', '1.D'], ['4C1', '4C1'])"
5ldf.pdb,g GLC 2 C2 C1 GLC 1 O4 C4,g GLC 2 C1 GLC 1 O4 C4 C5,225.377,221.987,"(['GLC(2_g_)', 'GLC(1_g_)'], [246.0, 246.0])","(['2.g', '1.g'], ['4C1', '-'])"
5ldf.pdb,Z GLC 2 C2 C1 GLC 1 O4 C4,Z GLC 2 C1 GLC 1 O4 C4 C5,225.392,221.955,"(['GLC(2_Z_)', 'GLC(1_Z_)'], [246.0, 246.0])","(['2.Z', '1.Z'], ['4C1', '-'])"
5ldf.pdb,f GLC 2 C2 C1 GLC 1 O4 C4,f GLC 2 C1 GLC 1 O4 C4 C5,225.375,221.967,"(['GLC(2_f_)', 'GLC(1_f_)'], [246.0, 246.0])","(['2.f', '1.f'], ['4C1', '-'])"
5ldf.pdb,b GLC 2 C2 C1 GLC 1 O4 C4,b GLC 2 C1 GLC 1 O4 C4 C5,225.387,221.921,"(['GLC(2_b_)', 'GLC(1_b_)'], [246.0, 246.0])","(['2.b', '1.b'], ['4C1', '-'])"
5ldf.pdb,Y GLC 2 C2 C1 GLC 1 O4 C4,Y GLC 2 C1 GLC 1 O4 C4 C5,225.338,221.971,"(['GLC(2_Y_)', 'GLC(1_Y_)'], [246.0, 246.0])","(['2.Y', '1.Y'], ['4C1', '-'])"
5ldf.pdb,i GLC 2 C2 C1 GLC 1 O4 C4,i GLC 2 C1 GLC 1 O4 C4 C5,225.347,221.983,"(['GLC(2_i_)', 'GLC(1_i_)'], [246.0, 246.0])","(['2.i', '1.i'], ['4C1', '-'])"
5ldf.pdb,a GLC 2 C2 C1 GLC 1 O4 C4,a GLC 2 C1 GLC 1 O4 C4 C5,225.322,221.938,"(['GLC(2_a_)', 'GLC(1_a_)'], [246.0, 246.0])","(['2.a', '1.a'], ['4C1', '-'])"
5ldf.pdb,d GLC 2 C2 C1 GLC 1 O4 C4,d GLC 2 C1 GLC 1 O4 C4 C5,225.328,221.989,"(['GLC(2_d_)', 'GLC(1_d_)'], [246.0, 246.0])","(['2.d', '1.d'], ['4C1', '-'])"
5ldf.pdb,e GLC 2 C2 C1 GLC 1 O4 C4,e GLC 2 C1 GLC 1 O4 C4 C5,225.285,221.966,"(['GLC(2_e_)', 'GLC(1_e_)'], [246.0, 246.0])","(['2.e', '1.e'], ['4C1', '-'])"
5ldf.pdb,h GLC 2 C2 C1 GLC 1 O4 C4,h GLC 2 C1 GLC 1 O4 C4 C5,225.339,221.978,"(['GLC(2_h_)', 'GLC(1_h_)'], [246.0, 246.0])","(['2.h', '1.h'], ['4C1', '-'])"
5ldf.pdb,c GLC 2 C2 C1 GLC 1 O4 C4,c GLC 2 C1 GLC 1 O4 C4 C5,225.38,221.968,"(['GLC(2_c_)', 'GLC(1_c_)'], [246.0, 246.0])","(['2.c', '1.c'], ['4C1', '-'])"
5ldf.pdb,j GLC 2 C2 C1 GLC 1 O4 C4,j GLC 2 C1 GLC 1 O4 C4 C5,225.361,222.034,"(['GLC(2_j_)', 'GLC(1_j_)'], [246.0, 246.0])","(['2.j', '1.j'], ['4C1', '-'])"
7e29.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,226.87,217.803,"(['GLC(2_B_)', 'GLC(1_B_)'], [20.74, 24.09])","(['2.B', '1.B'], ['4C1', '4C1'])"
7jhh.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,201.152,207.756,"(['GLC(2_C_)', 'GLC(1_C_)'], [178.86, 178.86])","(['2.C', '1.C'], ['4C1', '-'])"
8svy.pdb,R GLC 2 C2 C1 GLC 1 O4 C4,R GLC 2 C1 GLC 1 O4 C4 C5,223.376,222.762,"(['GLC(2_R_)', 'GLC(1_R_)'], [16.17, 19.57])","(['2.R', '1.R'], ['4C1', '4C1'])"
6gya.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,223.85,240.01,"(['GLC(2_G_)', 'GLC(1_G_)'], [77.94, 69.34])","(['2.G', '1.G'], ['4C1', '4C1'])"
6gya.pdb,K GLC 2 C2 C1 GLC 1 O4 C4,K GLC 2 C1 GLC 1 O4 C4 C5,218.22,242.46699999999998,"(['GLC(2_K_)', 'GLC(1_K_)'], [65.02, 62.61])","(['2.K', '1.K'], ['4C1', '4C1'])"
6gya.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,238.652,227.14,"(['GLC(2_J_)', 'GLC(1_J_)'], [103.51, 118.96])","(['2.J', '1.J'], ['4C1', '4C1'])"
6gya.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,267.7685,229.473,"(['GLC(2_H_)', 'GLC(1_H_)'], [109.59, 112.68])","(['2.H', '1.H'], ['4C1', '4C1'])"
6gya.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,224.51,236.95999999999998,"(['GLC(2_I_)', 'GLC(1_I_)'], [66.15, 63.49])","(['2.I', '1.I'], ['4C1', '4C1'])"
6gya.pdb,L GLC 2 C2 C1 GLC 1 O4 C4,L GLC 2 C1 GLC 1 O4 C4 C5,217.835,225.811,"(['GLC(2_L_)', 'GLC(1_L_)'], [114.63, 112.78])","(['2.L', '1.L'], ['4C1', '4C1'])"
6gya.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,202.764,246.881,"(['GLC(2_E_)', 'GLC(1_E_)'], [76.0, 69.89])","(['2.E', '1.E'], ['4C1', '4C1'])"
6gya.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,242.661,220.008,"(['GLC(2_F_)', 'GLC(1_F_)'], [115.1, 118.49])","(['2.F', '1.F'], ['4C1', '4C1'])"
7u3d.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,201.011,213.943,"(['GLC(2_I_)', 'GLC(1_I_)'], [33.91, 37.25])","(['2.I', '1.I'], ['4C1', '-'])"
7u3d.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,207.311,214.018,"(['GLC(2_H_)', 'GLC(1_H_)'], [36.78, 41.84])","(['2.H', '1.H'], ['4C1', '-'])"
7u3d.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,210.199,208.563,"(['GLC(2_D_)', 'GLC(1_D_)'], [38.14, 43.13])","(['2.D', '1.D'], ['4C1', '-'])"
7u3d.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,203.479,213.033,"(['GLC(2_J_)', 'GLC(1_J_)'], [34.38, 42.77])","(['2.J', '1.J'], ['4C1', '-'])"
6i4y.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,233.674,242.886,"(['GLC(2_C_)', 'GLC(1_C_)'], [67.14, 76.38])","(['2.C', '1.C'], ['-', '1S3'])"
3vgg.pdb,B GLC 5 C2 C1 GLC 4 O4 C4,B GLC 5 C1 GLC 4 O4 C4 C5,239.845,267.5527,"(['GLC(5_B_)', 'GLC(4_B_)'], [74.32, 65.74])","(['5.B', '4.B'], ['4C1', '-'])"
3vgg.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,225.55,243.69,"(['GLC(4_B_)', 'GLC(3_B_)'], [65.74, 55.05])","(['4.B', '3.B'], ['-', '4C1'])"
3vgg.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,194.514,218.596,"(['GLC(3_B_)', 'GLC(2_B_)'], [55.05, 46.76])","(['3.B', '2.B'], ['4C1', '-'])"
3nx9.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,212.927,236.95999999999998,"(['GLC(2_C_)', 'GLC(1_C_)'], [53.42, 62.65])","(['2.C', '1.C'], ['OS2', '-'])"
4j3w.pdb,B GLC 6 C2 C1 GLC 2 O4 C4,B GLC 6 C1 GLC 2 O4 C4 C5,235.442,246.86,"(['GLC(6_B_)', 'GLC(2_B_)'], [15.12, 13.89])","(['6.B', '2.B'], ['4C1', '4C1'])"
4j3w.pdb,B GLC 5 C2 C1 GLC 4 O4 C4,B GLC 5 C1 GLC 4 O4 C4 C5,231.196,226.592,"(['GLC(5_B_)', 'GLC(4_B_)'], [30.44, 9.49])","(['5.B', '4.B'], ['4C1', '4C1'])"
4j3w.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,205.958,212.395,"(['GLC(4_B_)', 'GLC(3_B_)'], [9.49, 9.52])","(['4.B', '3.B'], ['4C1', '-'])"
4j3w.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,226.48,211.582,"(['GLC(2_B_)', 'GLC(1_B_)'], [13.89, 17.33])","(['2.B', '1.B'], ['4C1', '4C1'])"
1qho.pdb,D GLC 6 C2 C1 GLC 5 O4 C4,D GLC 6 C1 GLC 5 O4 C4 C5,219.487,278.1106,"(['GLC(6_D_)', 'GLC(5_D_)'], [24.94, 13.52])","(['6.D', '5.D'], ['4C1', '4C1'])"
1qho.pdb,D GLC 5 C2 C1 GLC 4 O4 C4,D GLC 5 C1 GLC 4 O4 C4 C5,245.33499999999998,249.761,"(['GLC(5_D_)', 'GLC(4_D_)'], [13.52, 10.72])","(['5.D', '4.D'], ['4C1', '2H3'])"
1qho.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,227.474,236.507,"(['GLC(2_C_)', 'GLC(1_C_)'], [17.82, 17.39])","(['2.C', '1.C'], ['4C1', '4C1'])"
1qho.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,229.504,235.922,"(['GLC(2_B_)', 'GLC(1_B_)'], [19.32, 20.82])","(['2.B', '1.B'], ['4C1', '4C1'])"
5c7r.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,226.502,231.207,"(['GLC(3_C_)', 'GLC(2_C_)'], [42.66, 18.95])","(['3.C', '2.C'], ['4C1', '4C1'])"
5c7r.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,227.865,217.991,"(['GLC(2_C_)', 'GLC(1_C_)'], [18.95, 19.73])","(['2.C', '1.C'], ['4C1', '4C1'])"
5c7r.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,229.079,231.085,"(['GLC(3_D_)', 'GLC(2_D_)'], [34.24, 17.47])","(['3.D', '2.D'], ['4C1', '4C1'])"
5c7r.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,221.141,221.881,"(['GLC(2_D_)', 'GLC(1_D_)'], [17.47, 25.32])","(['2.D', '1.D'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 7 C2 C1 GLC 6 O4 C4,E GLC 7 C1 GLC 6 O4 C4 C5,205.822,211.558,"(['GLC(7_E_)', 'GLC(6_E_)'], [60.93, 63.76])","(['7.E', '6.E'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 6 C2 C1 GLC 5 O4 C4,E GLC 6 C1 GLC 5 O4 C4 C5,159.446,200.492,"(['GLC(6_E_)', 'GLC(5_E_)'], [63.76, 61.43])","(['6.E', '5.E'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 5 C2 C1 GLC 4 O4 C4,E GLC 5 C1 GLC 4 O4 C4 C5,178.27,199.532,"(['GLC(5_E_)', 'GLC(4_E_)'], [61.43, 65.2])","(['5.E', '4.E'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 4 C2 C1 GLC 3 O4 C4,E GLC 4 C1 GLC 3 O4 C4 C5,184.931,204.393,"(['GLC(4_E_)', 'GLC(3_E_)'], [65.2, 65.89])","(['4.E', '3.E'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,190.157,217.184,"(['GLC(3_E_)', 'GLC(2_E_)'], [65.89, 65.02])","(['3.E', '2.E'], ['4C1', '4C1'])"
5cvs.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,234.502,257.914,"(['GLC(2_E_)', 'GLC(1_E_)'], [65.02, 93.08])","(['2.E', '1.E'], ['4C1', '4C1'])"
5cvs.pdb,D GLC 5 C2 C1 GLC 4 O4 C4,D GLC 5 C1 GLC 4 O4 C4 C5,238.874,249.76999999999998,"(['GLC(5_D_)', 'GLC(4_D_)'], [93.19, 97.19])","(['5.D', '4.D'], ['4C1', '4C1'])"
5cvs.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,251.118,218.028,"(['GLC(4_D_)', 'GLC(3_D_)'], [97.19, 84.95])","(['4.D', '3.D'], ['4C1', '4C1'])"
5cvs.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,232.14100000000002,247.659,"(['GLC(3_D_)', 'GLC(2_D_)'], [84.95, 83.92])","(['3.D', '2.D'], ['4C1', '4C1'])"
5cvs.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,204.485,63.0914,"(['GLC(2_D_)', 'GLC(1_D_)'], [83.92, 84.31])","(['2.D', '1.D'], ['4C1', '4C1'])"
5cvs.pdb,C GLC 7 C2 C1 GLC 6 O4 C4,C GLC 7 C1 GLC 6 O4 C4 C5,202.444,212.591,"(['GLC(7_C_)', 'GLC(6_C_)'], [50.52, 52.74])","(['7.C', '6.C'], ['4C1', '-'])"
5cvs.pdb,C GLC 6 C2 C1 GLC 5 O4 C4,C GLC 6 C1 GLC 5 O4 C4 C5,162.431,199.141,"(['GLC(6_C_)', 'GLC(5_C_)'], [52.74, 51.51])","(['6.C', '5.C'], ['-', '4C1'])"
5cvs.pdb,C GLC 5 C2 C1 GLC 4 O4 C4,C GLC 5 C1 GLC 4 O4 C4 C5,178.208,198.738,"(['GLC(5_C_)', 'GLC(4_C_)'], [51.51, 53.08])","(['5.C', '4.C'], ['4C1', '4C1'])"
5cvs.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,188.497,202.69,"(['GLC(4_C_)', 'GLC(3_C_)'], [53.08, 49.0])","(['4.C', '3.C'], ['4C1', '4C1'])"
5cvs.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,198.83,217.625,"(['GLC(3_C_)', 'GLC(2_C_)'], [49.0, 58.11])","(['3.C', '2.C'], ['4C1', '4C1'])"
5cvs.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,229.047,253.49099999999999,"(['GLC(2_C_)', 'GLC(1_C_)'], [58.11, 86.43])","(['2.C', '1.C'], ['4C1', '4C1'])"
5cvs.pdb,F GLC 5 C2 C1 GLC 4 O4 C4,F GLC 5 C1 GLC 4 O4 C4 C5,238.75,231.139,"(['GLC(5_F_)', 'GLC(4_F_)'], [117.17, 125.74])","(['5.F', '4.F'], ['4C1', '4C1'])"
5cvs.pdb,F GLC 4 C2 C1 GLC 3 O4 C4,F GLC 4 C1 GLC 3 O4 C4 C5,243.76600000000002,233.549,"(['GLC(4_F_)', 'GLC(3_F_)'], [125.74, 120.43])","(['4.F', '3.F'], ['4C1', '4C1'])"
5cvs.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,235.632,244.394,"(['GLC(3_F_)', 'GLC(2_F_)'], [120.43, 120.75])","(['3.F', '2.F'], ['4C1', '4C1'])"
5cvs.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,203.689,61.8421,"(['GLC(2_F_)', 'GLC(1_F_)'], [120.75, 114.48])","(['2.F', '1.F'], ['4C1', '4C1'])"
1j10.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,205.789,223.471,"(['GLC(3_F_)', 'GLC(2_F_)'], [26.11, 34.58])","(['3.F', '2.F'], ['4C1', '4C1'])"
1j10.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,246.315,252.112,"(['GLC(3_E_)', 'GLC(2_E_)'], [39.61, 44.95])","(['3.E', '2.E'], ['4C1', '4C1'])"
1j10.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,203.584,214.273,"(['GLC(3_H_)', 'GLC(2_H_)'], [31.21, 40.77])","(['3.H', '2.H'], ['4C1', '4C1'])"
1j10.pdb,L GLC 3 C2 C1 GLC 2 O4 C4,L GLC 3 C1 GLC 2 O4 C4 C5,209.848,217.595,"(['GLC(3_L_)', 'GLC(2_L_)'], [46.38, 61.81])","(['3.L', '2.L'], ['4C1', '4C1'])"
1j10.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,243.716,259.089,"(['GLC(3_G_)', 'GLC(2_G_)'], [48.1, 51.54])","(['3.G', '2.G'], ['4C1', '4C1'])"
1j10.pdb,J GLC 3 C2 C1 GLC 2 O4 C4,J GLC 3 C1 GLC 2 O4 C4 C5,206.25,217.073,"(['GLC(3_J_)', 'GLC(2_J_)'], [23.77, 27.86])","(['3.J', '2.J'], ['4C1', '4C1'])"
1j10.pdb,I GLC 3 C2 C1 GLC 2 O4 C4,I GLC 3 C1 GLC 2 O4 C4 C5,246.24599999999998,262.408,"(['GLC(3_I_)', 'GLC(2_I_)'], [49.18, 52.13])","(['3.I', '2.I'], ['4C1', '4C1'])"
1j10.pdb,K GLC 3 C2 C1 GLC 2 O4 C4,K GLC 3 C1 GLC 2 O4 C4 C5,242.089,258.905,"(['GLC(3_K_)', 'GLC(2_K_)'], [41.71, 51.08])","(['3.K', '2.K'], ['4C1', '4C1'])"
2gha.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,225.143,224.937,"(['GLC(3_D_)', 'GLC(2_D_)'], [13.97, 12.42])","(['3.D', '2.D'], ['4C1', '4C1'])"
2gha.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,240.084,243.776,"(['GLC(2_D_)', 'GLC(1_D_)'], [12.42, 14.25])","(['2.D', '1.D'], ['4C1', '4C1'])"
2gha.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,225.065,224.766,"(['GLC(3_C_)', 'GLC(2_C_)'], [10.02, 10.06])","(['3.C', '2.C'], ['4C1', '4C1'])"
2gha.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,239.023,245.59199999999998,"(['GLC(2_C_)', 'GLC(1_C_)'], [10.06, 11.55])","(['2.C', '1.C'], ['4C1', '4C1'])"
3h3g.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,224.443,220.066,"(['GLC(2_C_)', 'GLC(1_C_)'], [41.43, 47.42])","(['2.C', '1.C'], ['4C1', '4C1'])"
1lf9.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,227.369,225.116,"(['GLC(2_D_)', 'GLC(1_D_)'], [33.5, 57.3])","(['2.D', '1.D'], ['4C1', '4C1'])"
1lf9.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,226.567,236.82,"(['GLC(2_C_)', 'GLC(1_C_)'], [36.38, 57.63])","(['2.C', '1.C'], ['4C1', '4C1'])"
1j18.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,248.537,242.364,"(['GLC(2_B_)', 'GLC(1_B_)'], [51.35, 54.0])","(['2.B', '1.B'], ['4C1', '4C1'])"
7uaj.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,229.304,221.921,"(['GLC(2_F_)', 'GLC(1_F_)'], [99.44, 105.11])","(['2.F', '1.F'], ['4C1', '4C1'])"
7uaj.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,225.206,219.459,"(['GLC(2_G_)', 'GLC(1_G_)'], [103.96, 100.76])","(['2.G', '1.G'], ['4C1', '4C1'])"
7uaj.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,213.241,213.567,"(['GLC(2_H_)', 'GLC(1_H_)'], [122.16, 116.16])","(['2.H', '1.H'], ['4C1', '4C1'])"
7uaj.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,218.847,217.316,"(['GLC(2_E_)', 'GLC(1_E_)'], [74.5, 70.54])","(['2.E', '1.E'], ['4C1', '4C1'])"
4j3s.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,199.253,214.054,"(['GLC(3_C_)', 'GLC(2_C_)'], [53.94, 35.07])","(['3.C', '2.C'], ['4C1', '4C1'])"
4j3s.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,223.311,220.854,"(['GLC(2_C_)', 'GLC(1_C_)'], [35.07, 21.78])","(['2.C', '1.C'], ['4C1', '4C1'])"
4j3s.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,230.593,238.661,"(['GLC(4_B_)', 'GLC(3_B_)'], [24.95, 23.29])","(['4.B', '3.B'], ['4C1', '4C1'])"
