pdb,phi site,psi site,phi,psi
1j10.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,205.789,223.471
1j10.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,246.315,252.112
1j10.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,203.584,214.273
1j10.pdb,L GLC 3 C2 C1 GLC 2 O4 C4,L GLC 3 C1 GLC 2 O4 C4 C5,209.848,217.595
1j10.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,243.716,259.089
1j10.pdb,J GLC 3 C2 C1 GLC 2 O4 C4,J GLC 3 C1 GLC 2 O4 C4 C5,206.25,217.073
1j10.pdb,I GLC 3 C2 C1 GLC 2 O4 C4,I GLC 3 C1 GLC 2 O4 C4 C5,246.24599999999998,262.408
1j10.pdb,K GLC 3 C2 C1 GLC 2 O4 C4,K GLC 3 C1 GLC 2 O4 C4 C5,242.089,258.905
2gha.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,225.143,224.937
2gha.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,240.084,243.776
2gha.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,225.065,224.766
2gha.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,239.023,245.59199999999998
3h3g.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,224.443,220.066
1lf9.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,227.369,225.116
1lf9.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,226.567,236.82
1j18.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,248.537,242.364
7uaj.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,229.304,221.921
7uaj.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,225.206,219.459
7uaj.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,213.241,213.567
7uaj.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,218.847,217.316
4j3s.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,199.253,214.054
4j3s.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,223.311,220.854
4j3s.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,230.593,238.661
4j3s.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,223.987,223.197
4j3s.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,199.753,212.77
4j3s.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,186.735,212.852
4j3s.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,171.338,192.27
4j3s.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,223.622,222.85
4kye.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,223.774,224.676
6j3x.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,211.64,187.256
6j3x.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,224.144,236.548
3weo.pdb,D GLC 6 C2 C1 GLC 5 O4 C4,D GLC 6 C1 GLC 5 O4 C4 C5,193.392,210.847
3weo.pdb,D GLC 5 C2 C1 GLC 4 O4 C4,D GLC 5 C1 GLC 4 O4 C4 C5,213.882,218.197
3weo.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,226.639,229.498
3weo.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,208.216,80.2832
3weo.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,233.846,226.632
6m4w.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,216.639,225.143
6m4w.pdb,L GLC 2 C2 C1 GLC 1 O4 C4,L GLC 2 C1 GLC 1 O4 C4 C5,220.098,224.44
6m4w.pdb,K GLC 2 C2 C1 GLC 1 O4 C4,K GLC 2 C1 GLC 1 O4 C4 C5,216.617,228.105
6pw1.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,220.449,230.466
6pw1.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,218.353,216.168
5ii4.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,224.754,219.018
5y2g.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,224.02,222.957
2j73.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,288.3807,304.5881
2j73.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,243.03300000000002,247.15699999999998
2j73.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,224.241,224.532
2j73.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,232.784,256.413
2j73.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,220.426,228.072
5jiw.pdb,B GLC 17 C2 C1 GLC 16 O4 ,B GLC 17 C1 GLC 16 O4 C4 ,185.194,187.817
5jiw.pdb,B GLC 16 C2 C1 GLC 15 O4 ,B GLC 16 C1 GLC 15 O4 C4 ,206.513,205.64
5jiw.pdb,B GLC 15 C2 C1 GLC 14 O4 ,B GLC 15 C1 GLC 14 O4 C4 ,242.216,243.243
5jiw.pdb,B GLC 14 C2 C1 GLC 13 O4 ,B GLC 14 C1 GLC 13 O4 C4 ,231.254,216.484
5jiw.pdb,B GLC 13 C2 C1 GLC 12 O4 ,B GLC 13 C1 GLC 12 O4 C4 ,235.17000000000002,239.34699999999998
5jiw.pdb,B GLC 12 C2 C1 GLC 11 O4 ,B GLC 12 C1 GLC 11 O4 C4 ,205.97,206.89
5jiw.pdb,B GLC 11 C2 C1 GLC 10 O4 ,B GLC 11 C1 GLC 10 O4 C4 ,260.9578,242.763
5jiw.pdb,B GLC 10 C2 C1 GLC 9 O4 C,B GLC 10 C1 GLC 9 O4 C4 C,168.796,194.137
5jiw.pdb,B GLC 9 C2 C1 GLC 8 O4 C4,B GLC 9 C1 GLC 8 O4 C4 C5,203.791,204.722
5jiw.pdb,B GLC 8 C2 C1 GLC 7 O4 C4,B GLC 8 C1 GLC 7 O4 C4 C5,197.732,209.788
5jiw.pdb,B GLC 7 C2 C1 GLC 6 O4 C4,B GLC 7 C1 GLC 6 O4 C4 C5,180.688,208.869
5jiw.pdb,B GLC 6 C2 C1 GLC 5 O4 C4,B GLC 6 C1 GLC 5 O4 C4 C5,188.778,211.392
5jiw.pdb,B GLC 5 C2 C1 GLC 4 O4 C4,B GLC 5 C1 GLC 4 O4 C4 C5,183.727,203.032
5jiw.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,196.219,207.991
5jiw.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,224.096,218.518
6qyo.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,220.116,219.795
3zoa.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,220.695,227.284
6hdc.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,220.896,230.112
7ejt.pdb,G GLC 5 C2 C1 GLC 4 O4 C4,G GLC 5 C1 GLC 4 O4 C4 C5,293.1553,218.784
7ejt.pdb,G GLC 4 C2 C1 GLC 3 O4 C4,G GLC 4 C1 GLC 3 O4 C4 C5,229.615,212.599
7ejt.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,269.5543,205.591
7ejt.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,188.853,190.75
7ejt.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,188.224,197.068
7ejt.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,202.657,290.7127
7ejt.pdb,H GLC 5 C2 C1 GLC 4 O4 C4,H GLC 5 C1 GLC 4 O4 C4 C5,185.412,196.172
7ejt.pdb,H GLC 4 C2 C1 GLC 3 O4 C4,H GLC 4 C1 GLC 3 O4 C4 C5,226.096,278.62
7ejt.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,282.1154,209.853
7ejt.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,180.056,187.527
7ejt.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,236.796,211.557
7ejt.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,288.3182,239.238
7ejt.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,227.635,236.926
6pfo.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,218.578,219.941
6pfo.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,227.586,219.773
1qi5.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,242.94,259.889
1qi5.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,222.882,242.289
1qi5.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,200.511,216.497
5svk.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,241.68200000000002,210.771
5svk.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,202.746,242.324
5svk.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,199.275,279.0718
5svk.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,226.335,211.15
4zwc.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,245.921,249.81799999999998
4zwc.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,263.09749999999997,248.461
7eim.pdb,D GLC 5 C2 C1 GLC 4 O4 C4,D GLC 5 C1 GLC 4 O4 C4 C5,291.0982,222.733
7eim.pdb,D GLC 4 C2 C1 GLC 3 O4 C4,D GLC 4 C1 GLC 3 O4 C4 C5,202.449,194.195
7eim.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,205.051,296.6734
7eim.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,225.67,189.36
7eim.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,111.013,100.174
7eim.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,268.7776,242.413
7eim.pdb,C GLC 5 C2 C1 GLC 4 O4 C4,C GLC 5 C1 GLC 4 O4 C4 C5,293.1096,225.156
7eim.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,206.824,211.513
7eim.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,296.5471,206.3
7eim.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,186.346,187.029
7eim.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,211.116,247.048
7eim.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,233.434,210.068
5z0r.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,229.212,214.449
5z0r.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,224.603,237.582
3wen.pdb,C GLC 5 C2 C1 GLC 4 O4 C4,C GLC 5 C1 GLC 4 O4 C4 C5,187.705,211.467
3wen.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,224.641,213.832
3wen.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,223.866,203.209
3wen.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,215.038,75.1875
6x91.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,241.001,220.183
6x91.pdb,U GLC 2 C2 C1 GLC 1 O4 C4,U GLC 2 C1 GLC 1 O4 C4 C5,203.607,214.739
6x91.pdb,S GLC 2 C2 C1 GLC 1 O4 C4,S GLC 2 C1 GLC 1 O4 C4 C5,204.897,202.24
6x91.pdb,T GLC 2 C2 C1 GLC 1 O4 C4,T GLC 2 C1 GLC 1 O4 C4 C5,213.951,189.5
6x91.pdb,N GLC 2 C2 C1 GLC 1 O4 C4,N GLC 2 C1 GLC 1 O4 C4 C5,224.594,97.4536
6x91.pdb,Q GLC 2 C2 C1 GLC 1 O4 C4,Q GLC 2 C1 GLC 1 O4 C4 C5,201.576,241.60500000000002
6x91.pdb,V GLC 2 C2 C1 GLC 1 O4 C4,V GLC 2 C1 GLC 1 O4 C4 C5,159.627,226.391
6x91.pdb,O GLC 2 C2 C1 GLC 1 O4 C4,O GLC 2 C1 GLC 1 O4 C4 C5,165.292,213.871
6x91.pdb,K GLC 2 C2 C1 GLC 1 O4 C4,K GLC 2 C1 GLC 1 O4 C4 C5,250.148,136.44
6x91.pdb,L GLC 2 C2 C1 GLC 1 O4 C4,L GLC 2 C1 GLC 1 O4 C4 C5,230.856,214.318
6x91.pdb,M GLC 2 C2 C1 GLC 1 O4 C4,M GLC 2 C1 GLC 1 O4 C4 C5,199.368,193.802
6x91.pdb,R GLC 2 C2 C1 GLC 1 O4 C4,R GLC 2 C1 GLC 1 O4 C4 C5,171.795,221.059
6x91.pdb,P GLC 2 C2 C1 GLC 1 O4 C4,P GLC 2 C1 GLC 1 O4 C4 C5,233.435,219.861
6x91.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,242.24599999999998,243.913
8dl1.pdb,J GLC 5 C2 C1 GLC 4 O4 C4,J GLC 5 C1 GLC 4 O4 C4 C5,183.889,214.374
8dl1.pdb,J GLC 4 C2 C1 GLC 3 O4 C4,J GLC 4 C1 GLC 3 O4 C4 C5,230.143,248.189
8dl1.pdb,J GLC 3 C2 C1 GLC 2 O4 C4,J GLC 3 C1 GLC 2 O4 C4 C5,221.27,222.151
8dl1.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,214.068,230.458
8dl1.pdb,Q GLC 6 C2 C1 GLC 5 O4 C4,Q GLC 6 C1 GLC 5 O4 C4 C5,229.847,244.317
8dl1.pdb,Q GLC 5 C2 C1 GLC 4 O4 C4,Q GLC 5 C1 GLC 4 O4 C4 C5,341.3262,302.9079
8dl1.pdb,Q GLC 4 C2 C1 GLC 3 O4 C4,Q GLC 4 C1 GLC 3 O4 C4 C5,207.406,209.917
8dl1.pdb,Q GLC 3 C2 C1 GLC 2 O4 C4,Q GLC 3 C1 GLC 2 O4 C4 C5,165.6,206.867
8dl1.pdb,Q GLC 2 C2 C1 GLC 1 O4 C4,Q GLC 2 C1 GLC 1 O4 C4 C5,232.644,226.081
8dl1.pdb,G GLC 5 C2 C1 GLC 4 O4 C4,G GLC 5 C1 GLC 4 O4 C4 C5,187.059,205.164
8dl1.pdb,G GLC 4 C2 C1 GLC 3 O4 C4,G GLC 4 C1 GLC 3 O4 C4 C5,230.6,249.256
8dl1.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,221.509,220.698
8dl1.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,215.154,235.428
8dl1.pdb,N GLC 4 C2 C1 GLC 3 O4 C4,N GLC 4 C1 GLC 3 O4 C4 C5,206.14,199.9
8dl1.pdb,N GLC 3 C2 C1 GLC 2 O4 C4,N GLC 3 C1 GLC 2 O4 C4 C5,235.204,253.2
8dl1.pdb,N GLC 2 C2 C1 GLC 1 O4 C4,N GLC 2 C1 GLC 1 O4 C4 C5,220.979,210.46
8dl1.pdb,K GLC 5 C2 C1 GLC 4 O4 C4,K GLC 5 C1 GLC 4 O4 C4 C5,199.635,193.642
8dl1.pdb,K GLC 4 C2 C1 GLC 3 O4 C4,K GLC 4 C1 GLC 3 O4 C4 C5,243.49599999999998,252.071
8dl1.pdb,K GLC 3 C2 C1 GLC 2 O4 C4,K GLC 3 C1 GLC 2 O4 C4 C5,221.431,216.38
8dl1.pdb,K GLC 2 C2 C1 GLC 1 O4 C4,K GLC 2 C1 GLC 1 O4 C4 C5,211.714,214.165
8dl1.pdb,H GLC 5 C2 C1 GLC 4 O4 C4,H GLC 5 C1 GLC 4 O4 C4 C5,187.979,202.815
8dl1.pdb,H GLC 4 C2 C1 GLC 3 O4 C4,H GLC 4 C1 GLC 3 O4 C4 C5,227.789,245.971
8dl1.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,225.447,218.955
8dl1.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,218.724,231.269
8dl1.pdb,I GLC 5 C2 C1 GLC 4 O4 C4,I GLC 5 C1 GLC 4 O4 C4 C5,179.56,212.801
8dl1.pdb,I GLC 4 C2 C1 GLC 3 O4 C4,I GLC 4 C1 GLC 3 O4 C4 C5,227.409,249.804
8dl1.pdb,I GLC 3 C2 C1 GLC 2 O4 C4,I GLC 3 C1 GLC 2 O4 C4 C5,226.26,222.042
8dl1.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,219.604,249.99
8dl1.pdb,R GLC 5 C2 C1 GLC 4 O4 C4,R GLC 5 C1 GLC 4 O4 C4 C5,333.4839,299.9767
8dl1.pdb,R GLC 4 C2 C1 GLC 3 O4 C4,R GLC 4 C1 GLC 3 O4 C4 C5,212.0,204.821
8dl1.pdb,R GLC 3 C2 C1 GLC 2 O4 C4,R GLC 3 C1 GLC 2 O4 C4 C5,169.632,200.048
8dl1.pdb,R GLC 2 C2 C1 GLC 1 O4 C4,R GLC 2 C1 GLC 1 O4 C4 C5,219.984,228.168
8dl1.pdb,O GLC 6 C2 C1 GLC 5 O4 C4,O GLC 6 C1 GLC 5 O4 C4 C5,223.158,233.10899999999998
8dl1.pdb,O GLC 5 C2 C1 GLC 4 O4 C4,O GLC 5 C1 GLC 4 O4 C4 C5,205.352,216.146
8dl1.pdb,O GLC 4 C2 C1 GLC 3 O4 C4,O GLC 4 C1 GLC 3 O4 C4 C5,167.439,203.724
8dl1.pdb,O GLC 3 C2 C1 GLC 2 O4 C4,O GLC 3 C1 GLC 2 O4 C4 C5,227.071,219.44
8dl1.pdb,O GLC 2 C2 C1 GLC 1 O4 C4,O GLC 2 C1 GLC 1 O4 C4 C5,190.868,191.209
8dl1.pdb,O GLC 7 C2 C1 GLC 5 O4 C4,O GLC 7 C1 GLC 5 O4 C4 C5,341.1175,293.7888
8dl1.pdb,L GLC 3 C2 C1 GLC 2 O4 C4,L GLC 3 C1 GLC 2 O4 C4 C5,237.57299999999998,258.984
8dl1.pdb,L GLC 2 C2 C1 GLC 1 O4 C4,L GLC 2 C1 GLC 1 O4 C4 C5,214.845,220.47
8dl1.pdb,P GLC 7 C2 C1 GLC 4 O4 C4,P GLC 7 C1 GLC 4 O4 C4 C5,204.909,224.529
8dl1.pdb,P GLC 6 C2 C1 GLC 5 O4 C4,P GLC 6 C1 GLC 5 O4 C4 C5,221.512,235.836
8dl1.pdb,P GLC 4 C2 C1 GLC 3 O4 C4,P GLC 4 C1 GLC 3 O4 C4 C5,208.74,204.231
8dl1.pdb,P GLC 3 C2 C1 GLC 2 O4 C4,P GLC 3 C1 GLC 2 O4 C4 C5,171.469,196.07
8dl1.pdb,P GLC 2 C2 C1 GLC 1 O4 C4,P GLC 2 C1 GLC 1 O4 C4 C5,231.181,230.818
8dl1.pdb,P GLC 5 C2 C1 GLC 4 O4 C4,P GLC 5 C1 GLC 4 O4 C4 C5,354.20742,300.8075
8dl1.pdb,M GLC 3 C2 C1 GLC 2 O4 C4,M GLC 3 C1 GLC 2 O4 C4 C5,237.36700000000002,258.274
8dl1.pdb,M GLC 2 C2 C1 GLC 1 O4 C4,M GLC 2 C1 GLC 1 O4 C4 C5,211.775,217.838
7ffw.pdb,E GLC 5 C2 C1 GLC 4 O4 C4,E GLC 5 C1 GLC 4 O4 C4 C5,184.839,207.209
7ffw.pdb,E GLC 4 C2 C1 GLC 3 O4 C4,E GLC 4 C1 GLC 3 O4 C4 C5,201.533,212.17
7ffw.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,221.149,235.541
7ffw.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,219.035,221.943
6m4m.pdb,B GLC 6 C2 C1 GLC 5 O4 C4,B GLC 6 C1 GLC 5 O4 C4 C5,200.512,216.548
6m4m.pdb,B GLC 5 C2 C1 GLC 4 O4 C4,B GLC 5 C1 GLC 4 O4 C4 C5,244.042,253.878
6m4m.pdb,B GLC 4 C2 C1 GLC 3 O4 C4,B GLC 4 C1 GLC 3 O4 C4 C5,208.182,204.884
6m4m.pdb,B GLC 3 C2 C1 GLC 2 O4 C4,B GLC 3 C1 GLC 2 O4 C4 C5,144.981,207.859
6m4m.pdb,B GLC 2 C2 C1 GLC 1 O4 C4,B GLC 2 C1 GLC 1 O4 C4 C5,243.624,255.233
6m4m.pdb,C GLC 4 C2 C1 GLC 3 O4 C4,C GLC 4 C1 GLC 3 O4 C4 C5,211.245,235.115
6m4m.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,219.423,213.734
6m4m.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,197.216,220.208
8g3t.pdb,R GLC 2 C2 C1 GLC 1 O4 C4,R GLC 2 C1 GLC 1 O4 C4 C5,220.182,220.508
6n85.pdb,A GLC 2 C2 C1 GLC 1 O4 C4,A GLC 2 C1 GLC 1 O4 C4 C5,227.907,218.934
3ef7.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,227.27,226.238
3ef7.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,216.803,228.867
3rsz.pdb,I GLC 4 C2 C1 GLC 3 O4 C4,I GLC 4 C1 GLC 3 O4 C4 C5,202.846,294.4567
3rsz.pdb,I GLC 3 C2 C1 GLC 2 O4 C4,I GLC 3 C1 GLC 2 O4 C4 C5,212.408,236.38299999999998
3rsz.pdb,I GLC 2 C2 C1 GLC 1 O4 C4,I GLC 2 C1 GLC 1 O4 C4 C5,197.882,206.217
3rsz.pdb,J GLC 4 C2 C1 GLC 3 O4 C4,J GLC 4 C1 GLC 3 O4 C4 C5,205.968,292.135
3rsz.pdb,J GLC 3 C2 C1 GLC 2 O4 C4,J GLC 3 C1 GLC 2 O4 C4 C5,210.331,255.57999999999998
3rsz.pdb,J GLC 2 C2 C1 GLC 1 O4 C4,J GLC 2 C1 GLC 1 O4 C4 C5,204.524,216.906
3rsz.pdb,H GLC 4 C2 C1 GLC 3 O4 C4,H GLC 4 C1 GLC 3 O4 C4 C5,218.359,223.917
3rsz.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,217.198,240.702
3rsz.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,212.721,228.142
3rsz.pdb,G GLC 4 C2 C1 GLC 3 O4 C4,G GLC 4 C1 GLC 3 O4 C4 C5,225.91,289.3136
3rsz.pdb,G GLC 3 C2 C1 GLC 2 O4 C4,G GLC 3 C1 GLC 2 O4 C4 C5,213.076,220.224
3rsz.pdb,G GLC 2 C2 C1 GLC 1 O4 C4,G GLC 2 C1 GLC 1 O4 C4 C5,193.242,208.925
2z8g.pdb,D GLC 3 C2 C1 GLC 2 O4 C4,D GLC 3 C1 GLC 2 O4 C4 C5,227.443,246.543
2z8g.pdb,C GLC 3 C2 C1 GLC 2 O4 C4,C GLC 3 C1 GLC 2 O4 C4 C5,224.498,241.406
3k4h.pdb,D GLC 2 C2 C1 GLC 1 O4 C4,D GLC 2 C1 GLC 1 O4 C4 C5,224.296,230.927
3k4h.pdb,C GLC 2 C2 C1 GLC 1 O4 C4,C GLC 2 C1 GLC 1 O4 C4 C5,230.599,233.466
5ygs.pdb,H GLC 3 C2 C1 GLC 2 O4 C4,H GLC 3 C1 GLC 2 O4 C4 C5,216.531,236.529
5ygs.pdb,H GLC 2 C2 C1 GLC 1 O4 C4,H GLC 2 C1 GLC 1 O4 C4 C5,215.422,229.382
5ygs.pdb,E GLC 3 C2 C1 GLC 2 O4 C4,E GLC 3 C1 GLC 2 O4 C4 C5,237.281,225.448
5ygs.pdb,E GLC 2 C2 C1 GLC 1 O4 C4,E GLC 2 C1 GLC 1 O4 C4 C5,232.196,211.068
5ygs.pdb,F GLC 3 C2 C1 GLC 2 O4 C4,F GLC 3 C1 GLC 2 O4 C4 C5,239.096,229.46
5ygs.pdb,F GLC 2 C2 C1 GLC 1 O4 C4,F GLC 2 C1 GLC 1 O4 C4 C5,212.128,220.821
