pdb,phi site,psi site,phi,psi
6jlo.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,193.139,209.827
6jlo.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,232.672,268.8256
6jlo.pdb,d DGD 408 C2E C1E O5D C6D,d DGD 408 C1E O5D C6D C5D,289.4257,149.254
6jlo.pdb,c DGD 521 C2E C1E O5D C6D,c DGD 521 C1E O5D C6D C5D,201.84,209.909
6jlo.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,225.857,123.053
6jlo.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,223.478,128.565
6jlo.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,228.586,271.56489999999997
6jlo.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,203.761,169.732
8f4j.pdb,C DGD 515 C2E C1E O5D C6D,C DGD 515 C1E O5D C6D C5D,212.162,121.102
8f4j.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,229.999,271.94370000000004
8f4j.pdb,A DGD 617 C2E C1E O5D C6D,A DGD 617 C1E O5D C6D C5D,207.288,214.959
8f4j.pdb,h DGD 103 C2E C1E O5D C6D,h DGD 103 C1E O5D C6D C5D,211.041,165.676
8f4j.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,227.243,279.0457
8f4j.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,192.015,211.517
8f4j.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,213.113,118.026
8f4j.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,194.16,177.702
8f4j.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,191.704,215.024
5mx2.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,225.309,272.3977
5mx2.pdb,H DGD 103 C2E C1E O5D C6D,H DGD 103 C1E O5D C6D C5D,203.101,166.634
5mx2.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,207.808,128.532
5mx2.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,210.437,131.796
5mx2.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,203.519,194.683
5mx2.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,189.151,171.475
5mx2.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,222.651,263.1384
5mx2.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,194.43,204.12
6l7p.pdb,A DGD 404 C2E C1E O5D C6D,A DGD 404 C1E O5D C6D C5D,210.409,178.404
6l7p.pdb,A DGD 405 C2E C1E O5D C6D,A DGD 405 C1E O5D C6D C5D,201.118,129.767
6yxr.pdb,B DGD 5002 C2E C1E O5D C6,B DGD 5002 C1E O5D C6D C5,208.784,254.95
4il6.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,190.969,212.021
4il6.pdb,c DGD 515 C2E C1E O5D C6D,c DGD 515 C1E O5D C6D C5D,220.883,120.471
4il6.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,192.255,167.728
4il6.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,191.303,165.812
4il6.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,223.261,277.9508
4il6.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,191.788,209.495
4il6.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,224.927,272.8404
4il6.pdb,C DGD 515 C2E C1E O5D C6D,C DGD 515 C1E O5D C6D C5D,217.616,121.097
6kac.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,201.842,205.521
6kac.pdb,c DGD 524 C2E C1E O5D C6D,c DGD 524 C1E O5D C6D C5D,206.558,186.723
6kac.pdb,C DGD 520 C2E C1E O5D C6D,C DGD 520 C1E O5D C6D C5D,201.839,205.451
6kac.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,215.703,263.7934
6kac.pdb,C DGD 524 C2E C1E O5D C6D,C DGD 524 C1E O5D C6D C5D,206.558,186.723
6kac.pdb,c DGD 523 C2E C1E O5D C6D,c DGD 523 C1E O5D C6D C5D,200.264,244.31900000000002
6kac.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,216.16,263.9647
6kac.pdb,C DGD 523 C2E C1E O5D C6D,C DGD 523 C1E O5D C6D C5D,200.319,244.339
6kac.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,208.387,129.595
6kac.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,208.114,129.94
7yq7.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,199.062,158.365
7yq7.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,223.611,278.0219
7yq7.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,215.544,119.622
7yq7.pdb,C DGD 520 C2E C1E O5D C6D,C DGD 520 C1E O5D C6D C5D,208.184,209.056
7yq7.pdb,H DGD 104 C2E C1E O5D C6D,H DGD 104 C1E O5D C6D C5D,193.736,164.833
7yq7.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,191.91,209.912
7yq7.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,212.73,122.555
7yq7.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,225.956,269.3963
7y8a.pdb,Z DGD 303 C2E C1E O5D C6D,Z DGD 303 C1E O5D C6D C5D,196.63,224.437
7y8a.pdb,B DGD 848 C2E C1E O5D C6D,B DGD 848 C1E O5D C6D C5D,198.899,224.097
7blz.pdb,B DGD 850 C2E C1E O5D C6D,B DGD 850 C1E O5D C6D C5D,213.806,106.822
7blz.pdb,B DGD 849 C2E C1E O5D C6D,B DGD 849 C1E O5D C6D C5D,234.437,145.722
7blz.pdb,B DGD 846 C2E C1E O5D C6D,B DGD 846 C1E O5D C6D C5D,203.978,217.614
7a4p.pdb,B DGD 5003 C2E C1E O5D C6,B DGD 5003 C1E O5D C6D C5,194.435,243.375
7a4p.pdb,A DGD 5005 C2E C1E O5D C6,A DGD 5005 C1E O5D C6D C5,226.23,172.103
7a4p.pdb,8 DGD 802 C2E C1E O5D C6D,8 DGD 802 C1E O5D C6D C5D,257.618,306.34069999999997
7dz8.pdb,B DGD 850 C2E C1E O5D C6D,B DGD 850 C1E O5D C6D C5D,199.967,192.147
7kux.pdb,B DGD 5002 C2E C1E O5D C6,B DGD 5002 C1E O5D C6D C5,234.45999999999998,237.292
6rhz.pdb,B DGD 5002 C2E C1E O5D C6,B DGD 5002 C1E O5D C6D C5,208.802,254.978
6l35.pdb,B DGD 850 C2E C1E O5D C6D,B DGD 850 C1E O5D C6D C5D,237.163,246.483
6jll.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,192.845,211.738
6jll.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,218.534,121.482
6jll.pdb,H DGD 103 C2E C1E O5D C6D,H DGD 103 C1E O5D C6D C5D,182.124,176.099
6jll.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,198.316,160.249
6jll.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,228.83,270.6739
6jll.pdb,c DGD 521 C2E C1E O5D C6D,c DGD 521 C1E O5D C6D C5D,186.344,219.35
6jll.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,220.247,126.388
6jll.pdb,e DGD 101 C2E C1E O5D C6D,e DGD 101 C1E O5D C6D C5D,284.4008,146.068
6jll.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,228.308,272.91700000000003
7r3k.pdb,B DGD 848 C2E C1E O5D C6D,B DGD 848 C1E O5D C6D C5D,189.843,186.194
6wj6.pdb,H DGD 101 C2E C1E O5D C6D,H DGD 101 C1E O5D C6D C5D,201.161,168.819
6wj6.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,209.474,126.752
7yca.pdb,B DGD 850 C2E C1E O5D C6D,B DGD 850 C1E O5D C6D C5D,192.932,221.089
7yca.pdb,A DGD 854 C2E C1E O5D C6D,A DGD 854 C1E O5D C6D C5D,192.759,101.811
6khi.pdb,A DGD 402 C2E C1E O5D C6D,A DGD 402 C1E O5D C6D C5D,192.306,156.956
6khi.pdb,A DGD 401 C2E C1E O5D C6D,A DGD 401 C1E O5D C6D C5D,176.968,239.529
6yac.pdb,3 DGD 803 C2E C1E O5D C6D,3 DGD 803 C1E O5D C6D C5D,171.362,51.3407
6yac.pdb,B DGD 5005 C2E C1E O5D C6,B DGD 5005 C1E O5D C6D C5,184.758,219.617
6yac.pdb,1 DGD 803 C2E C1E O5D C6D,1 DGD 803 C1E O5D C6D C5D,294.5077,186.785
6yac.pdb,4 DGD 802 C2E C1E O5D C6D,4 DGD 802 C1E O5D C6D C5D,210.408,271.8904
6yac.pdb,G DGD 5003 C2E C1E O5D C6,G DGD 5003 C1E O5D C6D C5,213.161,132.388
6yac.pdb,F DGD 5005 C2E C1E O5D C6,F DGD 5005 C1E O5D C6D C5,80.1375,143.327
6yac.pdb,4 DGD 801 C2E C1E O5D C6D,4 DGD 801 C1E O5D C6D C5D,175.092,169.85
6yac.pdb,J DGD 5001 C2E C1E O5D C6,J DGD 5001 C1E O5D C6D C5,303.3996,225.446
5kaf.pdb,H DGD 103 C2E C1E O5D C6D,H DGD 103 C1E O5D C6D C5D,209.191,176.454
5kaf.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,241.687,269.5007
5kaf.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,206.264,204.176
5kaf.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,215.771,118.172
5kaf.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,201.579,170.683
5kaf.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,216.014,119.026
5kaf.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,204.778,197.365
5kaf.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,237.998,272.1771
5zzn.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,186.821,205.276
5zzn.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,215.829,118.723
5zzn.pdb,h DGD 101 C2E C1E O5D C6D,h DGD 101 C1E O5D C6D C5D,180.388,161.988
5zzn.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,194.17,202.696
5zzn.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,226.548,276.7504
5zzn.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,223.724,277.2093
5zzn.pdb,H DGD 101 C2E C1E O5D C6D,H DGD 101 C1E O5D C6D C5D,196.219,167.228
5zzn.pdb,C DGD 515 C2E C1E O5D C6D,C DGD 515 C1E O5D C6D C5D,210.223,117.85
4ixr.pdb,D DGD 409 C2E C1E O5D C6D,D DGD 409 C1E O5D C6D C5D,200.755,179.358
4ixr.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,229.861,122.355
4ixr.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,213.329,202.97
4ixr.pdb,d DGD 409 C2E C1E O5D C6D,d DGD 409 C1E O5D C6D C5D,201.441,179.547
4ixr.pdb,B DGD 621 C2E C1E O5D C6D,B DGD 621 C1E O5D C6D C5D,255.346,163.712
4ixr.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,242.76999999999998,254.22899999999998
4ixr.pdb,B DGD 627 C2E C1E O5D C6D,B DGD 627 C1E O5D C6D C5D,251.244,225.881
4ixr.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,230.228,125.644
4ixr.pdb,b DGD 602 C2E C1E O5D C6D,b DGD 602 C1E O5D C6D C5D,250.215,228.217
4ixr.pdb,a DGD 413 C2E C1E O5D C6D,a DGD 413 C1E O5D C6D C5D,220.225,135.167
4ixr.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,237.88400000000001,252.095
4ixr.pdb,b DGD 623 C2E C1E O5D C6D,b DGD 623 C1E O5D C6D C5D,254.676,163.524
4ixr.pdb,A DGD 411 C2E C1E O5D C6D,A DGD 411 C1E O5D C6D C5D,216.19,135.232
4ixr.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,210.348,202.155
6yez.pdb,3 DGD 803 C2E C1E O5D C6D,3 DGD 803 C1E O5D C6D C5D,174.457,50.1419
6yez.pdb,1 DGD 803 C2E C1E O5D C6D,1 DGD 803 C1E O5D C6D C5D,297.6559,181.363
6yez.pdb,B DGD 5005 C2E C1E O5D C6,B DGD 5005 C1E O5D C6D C5,191.282,228.839
6yez.pdb,G DGD 5003 C2E C1E O5D C6,G DGD 5003 C1E O5D C6D C5,201.277,136.298
6yez.pdb,4 DGD 802 C2E C1E O5D C6D,4 DGD 802 C1E O5D C6D C5D,208.968,255.60500000000002
6yez.pdb,J DGD 5001 C2E C1E O5D C6,J DGD 5001 C1E O5D C6D C5,307.3121,225.94
6yez.pdb,F DGD 5005 C2E C1E O5D C6,F DGD 5005 C1E O5D C6D C5,78.7483,130.036
5e7c.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,185.298,217.878
5e7c.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,178.298,168.859
5e7c.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,217.885,126.061
5e7c.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,225.057,281.209
5e7c.pdb,d DGD 405 C2E C1E O5D C6D,d DGD 405 C1E O5D C6D C5D,250.582,165.575
5e7c.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,225.052,284.1379
5e7c.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,169.336,176.405
5e7c.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,188.902,211.634
5e7c.pdb,D DGD 406 C2E C1E O5D C6D,D DGD 406 C1E O5D C6D C5D,250.882,168.756
5e7c.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,222.371,124.414
6zoo.pdb,F DGD 5005 C2E C1E O5D C6,F DGD 5005 C1E O5D C6D C5,91.2658,140.236
6zoo.pdb,G DGD 5003 C2E C1E O5D C6,G DGD 5003 C1E O5D C6D C5,193.338,131.42
6zoo.pdb,3 DGD 803 C2E C1E O5D C6D,3 DGD 803 C1E O5D C6D C5D,159.508,53.5364
6zoo.pdb,B DGD 5005 C2E C1E O5D C6,B DGD 5005 C1E O5D C6D C5,190.962,224.025
6zoo.pdb,J DGD 5001 C2E C1E O5D C6,J DGD 5001 C1E O5D C6D C5,313.2667,205.108
6zoo.pdb,4 DGD 802 C2E C1E O5D C6D,4 DGD 802 C1E O5D C6D C5D,203.215,259.51800000000003
6zoo.pdb,1 DGD 803 C2E C1E O5D C6D,1 DGD 803 C1E O5D C6D C5D,289.927,184.937
8gn1.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,215.805,125.506
8gn1.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,208.247,206.742
8gn1.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,219.083,280.7129
8gn1.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,193.291,167.144
8gn1.pdb,h DGD 703 C2E C1E O5D C6D,h DGD 703 C1E O5D C6D C5D,196.155,164.941
8gn1.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,195.624,207.871
8gn1.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,224.143,278.7425
8gn1.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,216.402,123.219
7pi0.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,192.562,211.141
7pi0.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,223.168,275.5502
7pi0.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,213.407,128.622
7pi0.pdb,C DGD 520 C2E C1E O5D C6D,C DGD 520 C1E O5D C6D C5D,195.47,207.084
7oui.pdb,A DGD 415 C2E C1E O5D C6D,A DGD 415 C1E O5D C6D C5D,215.428,214.095
7oui.pdb,C DGD 515 C2E C1E O5D C6D,C DGD 515 C1E O5D C6D C5D,213.423,131.855
7oui.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,275.34950000000003,212.816
7oui.pdb,a DGD 401 C2E C1E O5D C6D,a DGD 401 C1E O5D C6D C5D,215.428,214.095
7oui.pdb,b DGD 626 C2E C1E O5D C6D,b DGD 626 C1E O5D C6D C5D,216.246,131.546
7oui.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,275.3168,212.778
7oui.pdb,B DGD 626 C2E C1E O5D C6D,B DGD 626 C1E O5D C6D C5D,216.246,131.546
7oui.pdb,c DGD 515 C2E C1E O5D C6D,c DGD 515 C1E O5D C6D C5D,213.456,131.843
5v2c.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,191.497,206.369
5v2c.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,220.356,124.362
5v2c.pdb,d DGD 408 C2E C1E O5D C6D,d DGD 408 C1E O5D C6D C5D,242.413,192.727
5v2c.pdb,H DGD 103 C2E C1E O5D C6D,H DGD 103 C1E O5D C6D C5D,185.693,171.763
5v2c.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,187.738,205.186
5v2c.pdb,D DGD 408 C2E C1E O5D C6D,D DGD 408 C1E O5D C6D C5D,200.916,285.4789
5v2c.pdb,h DGD 104 C2E C1E O5D C6D,h DGD 104 C1E O5D C6D C5D,186.371,168.012
5v2c.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,221.434,279.2333
5v2c.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,218.175,120.117
5v2c.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,222.019,278.4467
6zzy.pdb,A DGD 5005 C2E C1E O5D C6,A DGD 5005 C1E O5D C6D C5,203.18,198.06
6zzy.pdb,B DGD 5003 C2E C1E O5D C6,B DGD 5003 C1E O5D C6D C5,205.119,242.97
6zzy.pdb,8 DGD 802 C2E C1E O5D C6D,8 DGD 802 C1E O5D C6D C5D,227.254,299.248
8f4k.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,186.723,209.439
8f4k.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,214.867,123.374
8f4k.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,229.323,276.6972
8f4k.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,231.103,272.8194
8f4k.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,190.017,206.033
8f4k.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,221.84,116.578
8f4k.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,184.546,160.742
8f4k.pdb,H DGD 103 C2E C1E O5D C6D,H DGD 103 C1E O5D C6D C5D,181.584,180.626
8f4k.pdb,A DGD 614 C2E C1E O5D C6D,A DGD 614 C1E O5D C6D C5D,193.144,208.108
4ub8.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,198.241,213.868
4ub8.pdb,d DGD 407 C2E C1E O5D C6D,d DGD 407 C1E O5D C6D C5D,261.6509,155.253
4ub8.pdb,D DGD 407 C2E C1E O5D C6D,D DGD 407 C1E O5D C6D C5D,274.4031,189.799
4ub8.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,220.747,131.33
4ub8.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,195.637,208.167
4ub8.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,185.781,164.474
4ub8.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,224.305,271.84590000000003
4ub8.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,220.136,127.583
4ub8.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,227.294,273.4402
4ub8.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,201.368,160.503
4y28.pdb,B DGD 7101 C2E C1E O5D C6,B DGD 7101 C1E O5D C6D C5,207.901,210.297
7cou.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,232.29000000000002,264.597
7cou.pdb,C DGD 520 C2E C1E O5D C6D,C DGD 520 C1E O5D C6D C5D,194.332,205.177
7cou.pdb,h DGD 103 C2E C1E O5D C6D,h DGD 103 C1E O5D C6D C5D,192.788,163.428
7cou.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,215.597,128.97
7cou.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,216.707,124.87
7cou.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,185.964,216.157
7cou.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,223.253,271.3106
7cou.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,193.603,165.736
5zgb.pdb,B DGD 851 C2E C1E O5D C6D,B DGD 851 C1E O5D C6D C5D,215.259,245.747
6ijj.pdb,B DGD 850 C2E C1E O5D C6D,B DGD 850 C1E O5D C6D C5D,212.136,195.738
6ijj.pdb,J DGD 103 C2E C1E O5D C6D,J DGD 103 C1E O5D C6D C5D,301.9948,233.39100000000002
8ez5.pdb,A DGD 617 C2E C1E O5D C6D,A DGD 617 C1E O5D C6D C5D,205.873,205.307
8ez5.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,190.313,207.119
8ez5.pdb,C DGD 515 C2E C1E O5D C6D,C DGD 515 C1E O5D C6D C5D,213.28,122.072
8ez5.pdb,h DGD 101 C2E C1E O5D C6D,h DGD 101 C1E O5D C6D C5D,182.87,162.506
8ez5.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,232.88400000000001,269.2211
8ez5.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,227.117,271.3982
8ez5.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,194.542,208.435
8ez5.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,220.223,119.187
8ez5.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,184.682,183.172
3jcu.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,219.359,128.105
3jcu.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,245.046,260.8722
3jcu.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,222.802,164.71
3jcu.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,219.382,128.044
3jcu.pdb,c DGD 520 C2E C1E O5D C6D,c DGD 520 C1E O5D C6D C5D,210.926,190.624
3jcu.pdb,C DGD 520 C2E C1E O5D C6D,C DGD 520 C1E O5D C6D C5D,210.911,190.644
3jcu.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,222.872,164.71
3jcu.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,245.05599999999998,260.8799
8f4d.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,223.093,283.3902
8f4d.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,192.672,211.359
8f4d.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,190.859,165.075
8f4d.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,214.824,123.641
8f4d.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,190.983,173.856
8f4d.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,190.843,208.862
8f4d.pdb,A DGD 615 C2E C1E O5D C6D,A DGD 615 C1E O5D C6D C5D,214.802,199.699
8f4d.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,231.056,276.0285
8f4d.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,213.898,118.026
3v3c.pdb,A DGD 82 C2E C1E O5D C6D ,A DGD 82 C1E O5D C6D C5D ,212.04,204.741
3wu2.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,223.648,275.5535
3wu2.pdb,c DGD 919 C2E C1E O5D C6D,c DGD 919 C1E O5D C6D C5D,189.843,205.963
3wu2.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,192.166,158.596
3wu2.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,182.584,170.663
3wu2.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,188.44,205.07
3wu2.pdb,C DGD 516 C2E C1E O5D C6D,C DGD 516 C1E O5D C6D C5D,212.188,119.855
3wu2.pdb,c DGD 917 C2E C1E O5D C6D,c DGD 917 C1E O5D C6D C5D,217.36,125.731
3wu2.pdb,c DGD 918 C2E C1E O5D C6D,c DGD 918 C1E O5D C6D C5D,217.618,282.2182
